Loc [0]		0000000001001000		72
Loc [1]		0011100010100000		14496
Loc [2]		0100010110100001		17825
Loc [3]		0000000001000101		69
Loc [4]		0011100010100000		14496
Loc [5]		0100010110100001		17825
Loc [6]		0000000001001100		76
Loc [7]		0011100010100000		14496
Loc [8]		0100010110100001		17825
Loc [9]		0000000001001100		76
Loc [10]		0011100010100000		14496
Loc [11]		0100010110100001		17825
Loc [12]		0000000001001111		79
Loc [13]		0011100010100000		14496
Loc [14]		0100010110100001		17825
Loc [15]		0000000000100000		32
Loc [16]		0011100010100000		14496
Loc [17]		0100010110100001		17825
Loc [18]		0000000001010111		87
Loc [19]		0011100010100000		14496
Loc [20]		0100010110100001		17825
Loc [21]		0000000001001111		79
Loc [22]		0011100010100000		14496
Loc [23]		0100010110100001		17825
Loc [24]		0000000001010010		82
Loc [25]		0011100010100000		14496
Loc [26]		0100010110100001		17825
Loc [27]		0000000001001100		76
Loc [28]		0011100010100000		14496
Loc [29]		0100010110100001		17825
Loc [30]		0000000001000100		68
Loc [31]		0011100010100000		14496
Loc [32]		0100010110100001		17825
Loc [33]		0110010110101011		26027
Loc [34]		0000001100001011		779
Loc [35]		0010100010100000		10400
Loc [36]		0000000101111111		383
Loc [37]		0100100100100100		18724
Loc [38]		0100100100100100		18724
Loc [39]		0100100100100100		18724
Loc [40]		0100100100100100		18724
Loc [41]		0100100100100100		18724
Loc [42]		0100100100100100		18724
Loc [43]		0100100100100100		18724
Loc [44]		0000001001111100		636
Loc [45]		0100100100101000		18728
Loc [46]		0011100000100000		14368
Loc [47]		0000001000000100		516
Loc [48]		0110000100100001		24865
Loc [49]		0011101000100000		14880
Loc [50]		0010100000100000		10272
Loc [51]		1110000000000100		-8188
Loc [52]		0100010110100001		17825
Loc [53]		1111000000000000		-4096
Loc [54]		1001000000110010		-28622
Loc [55]		0110001101100001		25441
Loc [56]		1111001100000000		-3328
Loc [57]		1011000000100011		-20445
Loc [58]		1011000000100011		-20445
Loc [59]		1011000000100011		-20445
Loc [60]		1011000000100011		-20445
Loc [61]		0000000001001000		72
Loc [62]		0000000001000101		69
Loc [63]		0000000001001100		76
Loc [64]		0000000001001100		76
Loc [65]		0000000001001111		79
Loc [66]		0000000000100000		32
Loc [67]		0000000001010111		87
Loc [68]		0000000001001111		79
Loc [69]		0000000001010010		82
Loc [70]		0000000001001100		76
Loc [71]		0000000001000100		68
Loc [72]		0000000000000000		0
Loc [73]		0000000000000000		0
Loc [74]		0000000000000000		0
Loc [75]		0000000000000000		0
Loc [76]		0000000000000000		0
Loc [77]		0000000000000000		0
Loc [78]		0000000000000000		0
Loc [79]		0000000000000000		0
Loc [80]		0000000000000000		0
Loc [81]		0000000000000000		0
Loc [82]		0000000000000000		0
Loc [83]		0000000000000000		0
Loc [84]		0000000000000000		0
Loc [85]		0000000000000000		0
Loc [86]		0000000000000000		0
Loc [87]		0000000000000000		0
Loc [88]		0000000000000000		0
Loc [89]		0000000000000000		0
Loc [90]		0000000000000000		0
Loc [91]		0000000000000000		0
Loc [92]		0000000000000000		0
Loc [93]		0000000000000000		0
Loc [94]		0000000000000000		0
Loc [95]		0000000000000000		0
Loc [96]		0000000000000000		0
Loc [97]		0000000000000000		0
Loc [98]		0000000000000000		0
Loc [99]		0000000000000000		0
Loc [100]		0000000000000000		0
Loc [101]		0000000000000000		0
Loc [102]		0000000000000000		0
Loc [103]		0000000000000000		0
Loc [104]		0000000000000000		0
Loc [105]		0000000000000000		0
Loc [106]		0000000000000000		0
Loc [107]		0000000000000000		0
Loc [108]		0000000000000000		0
Loc [109]		0000000000000000		0
Loc [110]		0000000000000000		0
Loc [111]		0000000000000000		0
Loc [112]		0000000000000000		0
Loc [113]		0000000000000000		0
Loc [114]		0000000000000000		0
Loc [115]		0000000000000000		0
Loc [116]		0000000000000000		0
Loc [117]		0000000000000000		0
Loc [118]		0000000000000000		0
Loc [119]		0000000000000000		0
Loc [120]		0000000000000000		0
Loc [121]		0000000000000000		0
Loc [122]		0000000000000000		0
Loc [123]		0000000000000000		0
Loc [124]		0000000000000000		0
Loc [125]		0000000000000000		0
Loc [126]		0000000000000000		0
Loc [127]		0000000000000000		0
Loc [128]		0000000000000000		0
Loc [129]		0000000000000000		0
Loc [130]		0000000000000000		0
Loc [131]		0000000000000000		0
Loc [132]		0000000000000000		0
Loc [133]		0000000000000000		0
Loc [134]		0000000000000000		0
Loc [135]		0000000000000000		0
Loc [136]		0000000000000000		0
Loc [137]		0000000000000000		0
Loc [138]		0000000000000000		0
Loc [139]		0000000000000000		0
Loc [140]		0000000000000000		0
Loc [141]		0000000000000000		0
Loc [142]		0000000000000000		0
Loc [143]		0000000000000000		0
